exp_id,rep,weather,start_point,end_point,result,initial_distance,final_distance,final_time,time_out,,
17,0,3,33,5,0,7886.740098,11277.9944,48.4462,48.4462,20,50
17,0,3,54,30,1,14039.95209,195.9643841,85.559,131.2534,20,50
17,0,3,10,61,0,8738.092755,8738.087269,148.9978,148.9978,20,50
18,0,6,38,34,1,10329.00195,185.1409296,29.413,45.4888,20,50
18,0,6,4,2,1,983,199.1048754,4.422,18.8722,20,50
18,0,6,12,10,1,7503.281549,199.3842576,25.661,36.6166,20,50
18,0,6,62,55,1,8287.002441,183.6544769,16.549,39.574,20,50
18,0,6,43,47,1,7482,163.8963551,15.477,36.6166,20,50
18,0,6,64,66,1,4218.001953,173.744729,9.849,24.787,20,50
18,0,6,78,76,1,4121,198.4358002,9.715,30.7018,20,50
18,0,6,59,57,1,2988.001953,183.2141437,8.911,21.8296,20,50
18,0,6,61,18,1,11579,179.1025577,22.244,54.361,20,50
18,0,6,35,39,1,1559,197.7701504,6.097,15.9148,20,50
19,0,6,37,76,0,5890.084238,5757.937563,39.574,39.574,20,50
19,0,6,8,24,1,5798.451724,171.8028117,19.497,36.6166,20,50
19,0,6,60,69,1,11052.70029,180.2189587,26.13,63.2332,20,50
19,0,6,38,10,1,13017.30293,191.9823634,62.846,63.2332,20,50
19,0,6,21,1,1,5547.246278,182.0555015,19.296,39.574,20,50
19,0,6,58,71,1,14392.71202,183.3602295,34.505,78.0202,20,50
19,0,6,74,32,1,3986.474758,180.8467489,13.936,33.6592,20,50
19,0,6,44,0,1,5966.615201,168.0053719,16.281,39.574,20,50
19,0,6,71,16,1,3635.097228,197.7021989,10.72,33.6592,20,50
19,0,6,14,24,1,9243.393276,198.2185222,24.924,51.4036,20,50
20,0,6,19,66,0,13725.40311,20691.82745,225.8902,225.8902,20,50
20,0,6,79,14,0,14827.70464,17436.12854,181.5292,181.5292,20,50
20,0,6,19,57,0,8244.995678,8590.89711,264.3364,264.3364,20,50
20,0,6,23,1,1,9135.900163,198.5110713,23.45,54.361,20,50
20,0,6,53,76,0,5457.223094,17779.39322,137.1682,137.1682,20,50
20,0,6,42,13,1,5522.653478,190.241704,79.328,95.7646,20,50
20,0,6,31,71,0,8946.938971,20935.73293,231.805,231.805,20,50
20,0,6,33,5,0,7886.740098,8293.811409,48.4462,48.4462,20,50
20,0,6,54,30,1,14039.95209,190.4714116,85.626,131.2534,20,50
20,0,6,10,61,0,8738.092755,12317.29397,148.9978,148.9978,20,50
21,0,8,38,34,1,10329.00195,179.2466071,23.919,45.4888,20,50
21,0,8,4,2,1,983,192.1564941,4.422,18.8722,20,50
21,0,8,12,10,0,7503.281549,4972.794899,36.6166,36.6166,20,50
21,0,8,62,55,1,8287.002441,181.7584387,15.142,39.574,20,50
21,0,8,43,47,1,7482,186.6542738,14.807,36.6166,20,50
21,0,8,64,66,1,4218.001953,174.0705793,9.849,24.787,20,50
21,0,8,78,76,1,4121,188.2628494,9.648,30.7018,20,50
21,0,8,59,57,1,2988.001953,157.9704637,6.164,21.8296,20,50
21,0,8,61,18,1,11579,188.7205608,24.187,54.361,20,50
21,0,8,35,39,1,1559,182.3590002,6.164,15.9148,20,50
22,0,8,37,76,0,5890.084238,5001.301403,39.574,39.574,20,50
22,0,8,8,24,1,5798.451724,175.2661523,16.415,36.6166,20,50
22,0,8,60,69,1,11052.70029,188.526548,31.088,63.2332,20,50
22,0,8,38,10,1,13017.30293,188.7255316,32.026,63.2332,20,50
22,0,8,21,1,1,5547.246278,188.3777337,15.008,39.574,20,50
22,0,8,58,71,1,14392.71202,177.5178782,37.654,78.0202,20,50
22,0,8,74,32,1,3986.474758,197.0672222,10.854,33.6592,20,50
22,0,8,44,0,1,5966.615201,190.5358505,16.549,39.574,20,50
22,0,8,71,16,1,3635.097228,199.5164477,10.653,33.6592,20,50
22,0,8,14,24,1,9243.393276,192.1594874,28.877,51.4036,20,50
23,0,8,19,66,1,13725.40311,164.8711552,125.357,225.8902,20,50
23,0,8,79,14,1,14827.70464,168.7475097,136.747,181.5292,20,50
23,0,8,19,57,1,8244.995678,190.8169901,144.318,264.3364,20,50
23,0,8,23,1,1,9135.900163,181.7611903,23.651,54.361,20,50
23,0,8,53,76,1,5457.223094,171.0422799,123.816,137.1682,20,50
23,0,8,42,13,0,5522.653478,7423.395507,95.7646,95.7646,20,50
23,0,8,31,71,1,8946.938971,174.962953,217.951,231.805,20,50
23,0,8,33,5,0,7886.740098,3357.87577,48.4462,48.4462,20,50
23,0,8,54,30,0,14039.95209,8019.159773,131.2534,131.2534,20,50
23,0,8,10,61,1,8738.092755,187.41199,82.611,148.9978,20,50
24,0,1,38,34,1,10329.00195,181.6490197,27.537,45.4888,20,50
24,0,1,4,2,1,983,177.7354664,4.355,18.8722,20,50
24,0,1,12,10,0,7503.281549,3629.336423,36.6166,36.6166,20,50
24,0,1,62,55,1,8287.002441,170.1670191,16.951,39.574,20,50
24,0,1,43,47,1,7482,167.2200318,14.874,36.6166,20,50
24,0,1,64,66,1,4218.001953,195.1173602,9.916,24.787,20,50
24,0,1,78,76,1,4121,165.2652309,10.184,30.7018,20,50
24,0,1,59,57,1,2988.001953,178.8915438,7.504,21.8296,20,50
24,0,1,61,18,1,11579,183.4561435,23.249,54.361,20,50
24,0,1,35,39,1,1559,199.2683243,5.963,15.9148,20,50
25,0,1,37,76,1,5890.084238,179.4139599,16.281,39.574,20,50
25,0,1,8,24,1,5798.451724,190.8721989,21.44,36.6166,20,50
25,0,1,60,69,1,11052.70029,176.8580673,41.674,63.2332,20,50
25,0,1,38,10,0,13017.30293,655.6895727,63.2332,63.2332,20,50
25,0,1,21,1,1,5547.246278,168.4041612,15.209,39.574,20,50
25,0,1,58,71,1,14392.71202,186.2359524,34.237,78.0202,20,50
25,0,1,74,32,1,3986.474758,184.3430915,14.07,33.6592,20,50
25,0,1,44,0,1,5966.615201,187.9540446,16.147,39.574,20,50
25,0,1,71,16,1,3635.097228,192.8132067,10.988,33.6592,20,50
25,0,1,14,24,1,9243.393276,193.3263672,29.346,51.4036,20,50
26,0,1,19,66,1,13725.40311,192.6178168,119.863,225.8902,20,50
26,0,1,79,14,0,14827.70464,17753.20212,181.5292,181.5292,20,50
26,0,1,19,57,1,8244.995678,183.4230505,137.551,264.3364,20,50
26,0,1,23,1,1,9135.900163,198.2375041,25.929,54.361,20,50
26,0,1,53,76,1,5457.223094,175.7388504,122.61,137.1682,20,50
26,0,1,42,13,1,5522.653478,189.6816307,65.526,95.7646,20,50
26,0,1,31,71,0,8946.938971,20307.28687,231.805,231.805,20,50
26,0,1,33,5,0,7886.740098,3270.07555,48.4462,48.4462,20,50
26,0,1,54,30,1,14039.95209,191.666892,87.033,131.2534,20,50
26,0,1,10,61,0,8738.092755,6053.529583,148.9978,148.9978,20,50
27,0,3,38,34,1,10329.00195,167.6947796,23.919,45.4888,20,50
27,0,3,4,2,1,983,169.6412525,10.854,18.8722,20,50
27,0,3,12,10,0,7503.281549,3518.013795,36.6166,36.6166,20,50
27,0,3,62,55,1,8287.002441,190.7780837,17.018,39.574,20,50
27,0,3,43,47,1,7482,187.3971222,12.462,36.6166,20,50
27,0,3,64,66,1,4218.001953,177.1740177,9.916,24.787,20,50
27,0,3,78,76,1,4121,169.3723251,10.921,30.7018,20,50
27,0,3,59,57,0,2988.001953,2988.001465,21.8296,21.8296,20,50
27,0,3,61,18,1,11579,190.6988074,22.981,54.361,20,50
27,0,3,35,39,1,1559,188.3863714,5.226,15.9148,20,50
28,0,3,37,76,0,5890.084238,3916.207619,39.574,39.574,20,50
28,0,3,8,24,1,5798.451724,186.8780863,18.827,36.6166,20,50
