exp_id,rep,weather,start_point,end_point,result,initial_distance,final_distance,final_time,time_out
0,0,1,37,76,1,5890.084238114158,175.46895750853852,19.296,39.574,100,150,1,1,0
0,0,1,8,24,0,5798.451724248579,3985.9101428382337,36.6166,36.6166,100,150,1,1,0
0,0,1,60,69,1,11052.700293650136,161.6964902498086,34.438,63.2332,100,150,1,1,0
0,0,1,38,10,0,13017.302927859493,6757.314361785118,63.2332,63.2332,100,150,1,1,0
0,0,1,21,1,1,5547.2462777155315,186.40750078999127,15.008,39.574,100,150,1,1,0
0,0,1,58,71,0,14392.712016009727,19414.617542683452,78.0202,78.0202,100,150,1,1,0
0,0,1,74,32,1,3986.474757504181,184.2276309965012,14.673,33.6592,100,150,1,1,0
0,0,1,44,0,1,5966.615201346683,180.6566168857363,16.147,39.574,100,150,1,1,0
0,0,1,71,16,1,3635.0972283290466,189.6353286213519,10.787,33.6592,100,150,1,1,0
0,0,1,14,24,1,9243.39327637435,199.34025537896449,30.954,51.403600000000004,100,150,1,1,0
1,0,1,19,66,1,13725.403106237778,190.18922592518226,118.389,225.8902,100,150,1,1,0
1,0,1,79,14,0,14827.704643672938,17727.313369951036,181.5292,181.5292,100,150,1,1,0
1,0,1,19,57,1,8244.99567819169,182.38637440598643,137.082,264.33639999999997,100,150,1,1,0
1,0,1,23,1,1,9135.900163042379,163.40418337023087,23.852,54.361,100,150,1,1,0
1,0,1,53,76,1,5457.223094071564,188.59583794702996,68.876,137.16819999999998,100,150,1,1,0
1,0,1,42,13,1,5522.653478479827,171.80173735492298,45.56,95.7646,100,150,1,1,0
1,0,1,31,71,0,8946.938971349382,20349.600762848793,231.805,231.805,100,150,1,1,0
1,0,1,33,5,0,7886.740097730443,8474.015549028343,48.4462,48.4462,100,150,1,1,0
1,0,1,54,30,1,14039.952086313117,176.27199641195187,59.831,131.2534,100,150,1,1,0
1,0,1,10,61,0,8738.092755287049,5923.235969530402,148.99779999999998,148.99779999999998,100,150,1,1,0
2,0,3,37,76,0,5890.084238114158,5256.551433155576,39.574,39.574,100,150,1,1,0
2,0,3,8,24,1,5798.451724248579,199.96279689239535,19.43,36.6166,100,150,1,1,0
2,0,3,60,69,1,11052.700293650136,190.2698071829886,32.026,63.2332,100,150,1,1,0
2,0,3,38,10,0,13017.302927859493,4236.935276226342,63.2332,63.2332,100,150,1,1,0
2,0,3,21,1,1,5547.2462777155315,163.31158316697247,15.276,39.574,100,150,1,1,0
2,0,3,58,71,1,14392.712016009727,174.49446863682095,34.438,78.0202,100,150,1,1,0
2,0,3,74,32,0,3986.474757504181,3986.4854572518425,33.6592,33.6592,100,150,1,1,0
2,0,3,44,0,1,5966.615201346683,173.9618421304928,15.879,39.574,100,150,1,1,0
2,0,3,71,16,1,3635.0972283290466,173.75824720171292,10.72,33.6592,100,150,1,1,0
2,0,3,14,24,1,9243.39327637435,188.9089009391618,29.145,51.403600000000004,100,150,1,1,0
3,0,3,19,66,0,13725.403106237778,18564.67922478114,225.8902,225.8902,100,150,1,1,0
3,0,3,79,14,0,14827.704643672938,4973.701341493883,181.5292,181.5292,100,150,1,1,0
3,0,3,19,57,0,8244.99567819169,13342.984645261111,264.33639999999997,264.33639999999997,100,150,1,1,0
3,0,3,23,1,1,9135.900163042379,171.06376600097832,23.718,54.361,100,150,1,1,0
3,0,3,53,76,0,5457.223094071564,5268.591974079205,137.16819999999998,137.16819999999998,100,150,1,1,0
3,0,3,42,13,1,5522.653478479827,190.93576594687553,43.684,95.7646,100,150,1,1,0
3,0,3,31,71,0,8946.938971349382,20973.801067809985,231.805,231.805,100,150,1,1,0
3,0,3,33,5,0,7886.740097730443,12433.761347987082,48.4462,48.4462,100,150,1,1,0
3,0,3,54,30,1,14039.952086313117,161.35690877549223,60.501,131.2534,100,150,1,1,0
3,0,3,10,61,0,8738.092755287049,8738.087268915959,148.99779999999998,148.99779999999998,100,150,1,1,0
4,0,6,37,76,0,5890.084238114158,5890.097269473623,39.574,39.574,100,150,1,1,0
4,0,6,8,24,1,5798.451724248579,198.2524271067226,19.43,36.6166,100,150,1,1,0
4,0,6,60,69,1,11052.700293650136,199.31580807466662,26.197,63.2332,100,150,1,1,0
4,0,6,38,10,1,13017.302927859493,198.87129634762863,27.805,63.2332,100,150,1,1,0
4,0,6,21,1,0,5547.2462777155315,3999.712833671076,39.574,39.574,100,150,1,1,0
4,0,6,58,71,1,14392.712016009727,195.12505081293395,34.505,78.0202,100,150,1,1,0
4,0,6,74,32,1,3986.474757504181,165.3737658442366,14.472,33.6592,100,150,1,1,0
4,0,6,44,0,1,5966.615201346683,181.04949169094328,16.348,39.574,100,150,1,1,0
4,0,6,71,16,1,3635.0972283290466,172.47450989071467,10.787,33.6592,100,150,1,1,0
4,0,6,14,24,0,9243.39327637435,1307.3601452591447,51.403600000000004,51.403600000000004,100,150,1,1,0
5,0,6,19,66,0,13725.403106237778,24167.820823487804,225.8902,225.8902,100,150,1,1,0
5,0,6,79,14,0,14827.704643672938,17376.667564729592,181.5292,181.5292,100,150,1,1,0
5,0,6,19,57,0,8244.99567819169,21061.30418458281,264.33639999999997,264.33639999999997,100,150,1,1,0
5,0,6,23,1,1,9135.900163042379,182.53447117361915,22.981,54.361,100,150,1,1,0
5,0,6,53,76,0,5457.223094071564,15194.036540485766,137.16819999999998,137.16819999999998,100,150,1,1,0
5,0,6,42,13,0,5522.653478479827,15953.767469030512,95.7646,95.7646,100,150,1,1,0
5,0,6,31,71,0,8946.938971349382,20974.234050104238,231.805,231.805,100,150,1,1,0
