exp_id,rep,weather,start_point,end_point,result,initial_distance,final_distance,final_time,time_out,,
19,0,6,47,16,0,4750.866533,15390.85995,36.6166,36.6166,20,50
19,0,6,26,9,1,7034.791722,194.1272969,21.44,42.5314,20,50
19,0,6,42,49,1,6391.949464,186.490643,15.946,36.6166,20,50
19,0,6,140,124,1,5823.768282,164.3271999,15.41,36.6166,20,50
19,0,6,85,98,1,5187.104105,158.3812431,11.457,33.6592,20,50
19,0,6,65,133,1,4033.868999,189.9718308,149.611,261.379,20,50
19,0,6,137,51,1,5133.075345,172.5335062,44.22,72.1054,20,50
19,0,6,76,66,1,7811.423686,177.5603951,19.296,45.4888,20,50
19,0,6,46,39,1,7143.2242,148.9543659,18.358,39.574,20,50
20,0,6,105,29,0,28044.94571,15728.61948,335.314,335.314,20,50
20,0,6,27,130,0,17494.69134,9357.869708,243.6346,243.6346,20,50
20,0,6,102,87,1,39180.74011,173.7938987,155.507,364.888,20,50
20,0,6,132,27,0,21656.7027,8873.25431,364.888,364.888,20,50
20,0,6,24,44,1,13482.32708,193.6171237,38.793,75.0628,20,50
20,0,6,96,26,1,14826,191.0616997,47.637,63.2332,20,50
20,0,6,34,67,1,38476.3895,183.0272058,145.591,190.4014,20,50
20,0,6,28,1,1,18389.9124,170.2294472,49.58,86.8924,20,50
20,0,6,140,134,0,21063.72327,14995.0593,104.6368,104.6368,20,50
20,0,6,105,9,1,25367.98134,175.3165439,158.12,187.444,20,50
21,0,8,36,40,1,7132,184.3488492,16.549,36.6166,20,50
21,0,8,39,35,1,7132,169.9608968,11.189,36.6166,20,50
21,0,8,110,114,1,6265.005108,180.8654969,13.4,30.7018,20,50
21,0,8,7,3,1,4638,196.1754975,10.318,24.787,20,50
21,0,8,0,4,1,5477.061712,181.1453142,11.926,27.7444,20,50
21,0,8,68,50,1,26154,165.2148605,43.416,104.6368,20,50
21,0,8,61,59,1,3471,180.0203958,6.499,21.8296,20,50
21,0,8,47,64,1,25835,177.9094917,54.337,104.6368,20,50
21,0,8,147,90,1,18045,181.0634556,36.582,75.0628,20,50
21,0,8,33,87,1,9960.097184,196.5076244,15.611,45.4888,20,50
22,0,8,138,17,1,10208.35972,186.9396744,31.758,57.3184,20,50
22,0,8,47,16,1,4750.866533,179.8358923,13.199,36.6166,20,50
22,0,8,26,9,1,7034.791722,175.2902715,21.842,42.5314,20,50
22,0,8,42,49,1,6391.949464,173.2132337,15.946,36.6166,20,50
22,0,8,140,124,1,5823.768282,179.2476288,18.023,36.6166,20,50
22,0,8,85,98,1,5187.104105,176.4170808,13.534,33.6592,20,50
22,0,8,65,133,1,4033.868999,186.836966,205.422,261.379,20,50
22,0,8,137,51,0,5133.075345,5133.105168,72.1054,72.1054,20,50
22,0,8,76,66,1,7811.423686,161.5486126,17.487,45.4888,20,50
22,0,8,46,39,0,7143.2242,6788.387389,39.574,39.574,20,50
23,0,8,105,29,1,28044.94571,184.2546782,174.669,335.314,20,50
23,0,8,27,130,0,17494.69134,7847.411197,243.6346,243.6346,20,50
23,0,8,102,87,1,39180.74011,144.116966,146.261,364.888,20,50
23,0,8,132,27,1,21656.7027,178.5789626,198.789,364.888,20,50
23,0,8,24,44,1,13482.32708,190.120415,43.684,75.0628,20,50
23,0,8,96,26,0,14826,12386.28889,63.2332,63.2332,20,50
23,0,8,34,67,1,38476.3895,172.7760968,145.457,190.4014,20,50
23,0,8,28,1,1,18389.9124,195.3197737,42.947,86.8924,20,50
23,0,8,140,134,0,21063.72327,15085.52487,104.6368,104.6368,20,50
23,0,8,105,9,1,25367.98134,175.7505859,126.563,187.444,20,50
