exp_id,rep,weather,start_point,end_point,result,initial_distance,final_distance,final_time,time_out,,
16,0,3,42,49,1,6391.949464,196.767979,17.889,36.6166,20,50
16,0,3,140,124,1,5823.768282,196.9650582,15.477,36.6166,20,50
16,0,3,85,98,1,5187.104105,188.3833349,13.668,33.6592,20,50
16,0,3,65,133,1,4033.868999,190.3421027,139.695,261.379,20,50
16,0,3,137,51,1,5133.075345,199.095541,31.289,72.1054,20,50
16,0,3,76,66,1,7811.423686,171.7032633,17.621,45.4888,20,50
16,0,3,46,39,1,7143.2242,157.8201971,29.011,39.574,20,50
17,0,3,105,29,1,28044.94571,169.7512921,178.019,335.314,20,50
17,0,3,27,130,1,17494.69134,170.1875743,127.836,243.6346,20,50
17,0,3,102,87,1,39180.74011,176.9670396,158.321,364.888,20,50
17,0,3,132,27,1,21656.7027,165.0467943,197.918,364.888,20,50
17,0,3,24,44,0,13482.32708,7149.534635,75.0628,75.0628,20,50
17,0,3,96,26,1,14826,193.8616821,33.165,63.2332,20,50
17,0,3,34,67,1,38476.3895,173.0087186,146.73,190.4014,20,50
17,0,3,28,1,1,18389.9124,183.5068388,53.265,86.8924,20,50
17,0,3,140,134,1,21063.72327,186.7203838,84.554,104.6368,20,50
17,0,3,105,9,1,25367.98134,178.603216,158.12,187.444,20,50
18,0,6,36,40,1,7132,196.3710219,15.008,36.6166,20,50
18,0,6,39,35,1,7132,175.0618672,12.864,36.6166,20,50
18,0,6,110,114,1,6265.005108,179.5730597,15.343,30.7018,20,50
18,0,6,7,3,1,4638,195.6591843,14.07,24.787,20,50
18,0,6,0,4,1,5477.061712,180.0669384,11.926,27.7444,20,50
18,0,6,68,50,1,26154,185.6976931,52.394,104.6368,20,50
18,0,6,61,59,1,3471,169.9271704,6.566,21.8296,20,50
18,0,6,47,64,1,25835,182.2423975,61.841,104.6368,20,50
18,0,6,147,90,1,18045,198.4357774,45.493,75.0628,20,50
18,0,6,33,87,1,9960.097184,171.4733958,21.038,45.4888,20,50
19,0,6,138,17,1,10208.35972,185.2220339,26.264,57.3184,20,50
19,0,6,47,16,0,4750.866533,9610.160546,36.6166,36.6166,20,50
19,0,6,26,9,1,7034.791722,173.7238541,21.708,42.5314,20,50
19,0,6,42,49,1,6391.949464,192.0356583,16.482,36.6166,20,50
19,0,6,140,124,1,5823.768282,193.6513138,21.507,36.6166,20,50
19,0,6,85,98,1,5187.104105,189.7793136,14.204,33.6592,20,50
19,0,6,65,133,1,4033.868999,178.422163,149.678,261.379,20,50
19,0,6,137,51,1,5133.075345,198.7341001,35.376,72.1054,20,50
