exp_id,rep,weather,start_point,end_point,result,initial_distance,final_distance,final_time,time_out,,,,,
8,0,6,19,66,0,13725.40311,16535.22965,225.8902,225.8902,100,150,1,0.1,20
8,0,6,79,14,0,14827.70464,21665.88399,181.5292,181.5292,100,150,1,0.1,20
8,0,6,19,57,0,8244.995678,11230.1493,264.3364,264.3364,100,150,1,0.1,20
8,0,6,23,1,0,9135.900163,4065.98737,54.361,54.361,100,150,1,0.1,20
8,0,6,53,76,0,5457.223094,15344.58456,137.1682,137.1682,100,150,1,0.1,20
9,0,8,38,34,0,10329.00195,10299.18945,45.4888,45.4888,100,150,1,0.1,20
9,0,8,4,2,1,983,176.7631096,4.221,18.8722,100,150,1,0.1,20
9,0,8,12,10,0,7503.281549,4775.715913,36.6166,36.6166,100,150,1,0.1,20
9,0,8,62,55,0,8287.002441,5314.054941,39.574,39.574,100,150,1,0.1,20
9,0,8,43,47,1,7482,161.7225291,14.941,36.6166,100,150,1,0.1,20
10,0,8,37,76,1,5890.084238,182.0523584,20.837,39.574,100,150,1,0.1,20
10,0,8,8,24,0,5798.451724,5798.458416,36.6166,36.6166,100,150,1,0.1,20
10,0,8,60,69,0,11052.70029,3139.335227,63.2332,63.2332,100,150,1,0.1,20
10,0,8,38,10,0,13017.30293,13017.30134,63.2332,63.2332,100,150,1,0.1,20
10,0,8,21,1,0,5547.246278,1296.503466,39.574,39.574,100,150,1,0.1,20
11,0,8,19,66,0,13725.40311,16658.29508,225.8902,225.8902,100,150,1,0.1,20
11,0,8,79,14,0,14827.70464,17375.19913,181.5292,181.5292,100,150,1,0.1,20
11,0,8,19,57,0,8244.995678,9239.998643,264.3364,264.3364,100,150,1,0.1,20
11,0,8,23,1,0,9135.900163,4168.323088,54.361,54.361,100,150,1,0.1,20
11,0,8,53,76,0,5457.223094,14103.8704,137.1682,137.1682,100,150,1,0.1,20
0,0,1,38,34,0,10329.00195,2723.77756,45.4888,45.4888,100,150,1,0.1,30
0,0,1,4,2,0,983,983.0019532,18.8722,18.8722,100,150,1,0.1,30
0,0,1,12,10,0,7503.281549,7503.283561,36.6166,36.6166,100,150,1,0.1,30
0,0,1,62,55,0,8287.002441,1278.554528,39.574,39.574,100,150,1,0.1,30
0,0,1,43,47,1,7482,190.2073956,9.916,36.6166,100,150,1,0.1,30
1,0,1,37,76,0,5890.084238,5135.33764,39.574,39.574,100,150,1,0.1,30
1,0,1,8,24,0,5798.451724,5097.147466,36.6166,36.6166,100,150,1,0.1,30
1,0,1,60,69,0,11052.70029,5551.661625,63.2332,63.2332,100,150,1,0.1,30
1,0,1,38,10,0,13017.30293,1973.370666,63.2332,63.2332,100,150,1,0.1,30
1,0,1,21,1,0,5547.246278,2884.072071,39.574,39.574,100,150,1,0.1,30
2,0,1,19,66,0,13725.40311,16553.29768,225.8902,225.8902,100,150,1,0.1,30
2,0,1,79,14,0,14827.70464,15455.21414,181.5292,181.5292,100,150,1,0.1,30
2,0,1,19,57,0,8244.995678,9013.89628,264.3364,264.3364,100,150,1,0.1,30
2,0,1,23,1,0,9135.900163,2968.863286,54.361,54.361,100,150,1,0.1,30
2,0,1,53,76,0,5457.223094,18489.63853,137.1682,137.1682,100,150,1,0.1,30
3,0,3,38,34,0,10329.00195,1190.500069,45.4888,45.4888,100,150,1,0.1,30
3,0,3,4,2,0,983,983.0019532,18.8722,18.8722,100,150,1,0.1,30
3,0,3,12,10,0,7503.281549,7503.283561,36.6166,36.6166,100,150,1,0.1,30
3,0,3,62,55,0,8287.002441,794.1850992,39.574,39.574,100,150,1,0.1,30
3,0,3,43,47,1,7482,193.38851,15.343,36.6166,100,150,1,0.1,30
4,0,3,37,76,0,5890.084238,4446.46717,39.574,39.574,100,150,1,0.1,30
4,0,3,8,24,0,5798.451724,3499.976874,36.6166,36.6166,100,150,1,0.1,30
